Dataset,Method,Epoch,Time,x,Train,Val,Test
ogbn-arxiv,Simulation-2,17,13.0725,1.3074,0.6288,0.6420,0.6419
ogbn-arxiv,Simulation-2,18,13.8227,1.2917,0.6308,0.6437,0.6440
ogbn-arxiv,Simulation-2,19,14.5683,1.2731,0.6346,0.6464,0.6454
ogbn-arxiv,Simulation-2,20,15.3143,1.2682,0.6373,0.6495,0.6492
ogbn-arxiv,Simulation-2,21,16.0660,1.2584,0.6401,0.6517,0.6519
ogbn-arxiv,Simulation-2,22,16.8167,1.2593,0.6445,0.6534,0.6505
ogbn-arxiv,Simulation-2,23,17.5670,1.2305,0.6440,0.6535,0.6531
ogbn-arxiv,Simulation-2,24,18.3138,1.2405,0.6477,0.6557,0.6512
ogbn-arxiv,Simulation-2,25,19.0700,1.2256,0.6489,0.6568,0.6567
ogbn-arxiv,Simulation-2,26,19.8194,1.2278,0.6502,0.6580,0.6552
ogbn-arxiv,Simulation-2,27,20.5708,1.2084,0.6529,0.6603,0.6593
ogbn-arxiv,Simulation-2,28,21.3168,1.2094,0.6542,0.6603,0.6597
ogbn-arxiv,Simulation-2,29,22.0591,1.2008,0.6559,0.6622,0.6604
ogbn-arxiv,Simulation-2,30,22.8067,1.1979,0.6566,0.6631,0.6626
ogbn-arxiv,Simulation-2,31,23.5510,1.1987,0.6592,0.6624,0.6586
ogbn-arxiv,Simulation-2,32,24.2949,1.1926,0.6608,0.6652,0.6644
ogbn-arxiv,Simulation-2,33,25.0394,1.1765,0.6605,0.6668,0.6652
ogbn-arxiv,Simulation-2,34,25.7812,1.1828,0.6629,0.6672,0.6634
ogbn-arxiv,Simulation-2,35,26.5222,1.1832,0.6641,0.6688,0.6672
ogbn-arxiv,Simulation-2,36,27.2656,1.1668,0.6638,0.6684,0.6649
ogbn-arxiv,Simulation-2,37,28.0071,1.1764,0.6650,0.6692,0.6678
ogbn-arxiv,Simulation-2,38,28.7501,1.1697,0.6658,0.6683,0.6639
ogbn-arxiv,Simulation-2,39,29.4923,1.1575,0.6680,0.6715,0.6674
ogbn-arxiv,Simulation-2,40,30.2362,1.1644,0.6693,0.6715,0.6685
ogbn-arxiv,Simulation-2,41,30.9798,1.1494,0.6701,0.6705,0.6678
ogbn-arxiv,Simulation-2,42,31.7227,1.1571,0.6707,0.6714,0.6662
ogbn-arxiv,Simulation-2,43,32.4672,1.1528,0.6713,0.6730,0.6726
ogbn-arxiv,Simulation-2,44,33.2111,1.1447,0.6722,0.6751,0.6706
ogbn-arxiv,Simulation-2,45,33.9548,1.1460,0.6731,0.6752,0.6718
ogbn-arxiv,Simulation-2,46,34.7019,1.1417,0.6738,0.6752,0.6702
ogbn-arxiv,Simulation-2,47,35.4474,1.1313,0.6742,0.6756,0.6723
ogbn-arxiv,Simulation-2,48,36.1978,1.1355,0.6759,0.6776,0.6745
ogbn-arxiv,Simulation-2,49,36.9465,1.1274,0.6756,0.6764,0.6711
ogbn-arxiv,DDP-2,00,0.4270,3.2820,0.2780,0.2985,0.2683
ogbn-arxiv,DDP-2,01,0.9755,2.8018,0.2828,0.3023,0.2708
ogbn-arxiv,DDP-2,02,1.5223,2.5444,0.3409,0.3496,0.3272
ogbn-arxiv,DDP-2,03,2.0730,2.2629,0.4208,0.4458,0.4335
ogbn-arxiv,DDP-2,04,2.6252,2.0278,0.4731,0.5078,0.5074
ogbn-arxiv,DDP-2,05,3.1734,1.8768,0.5031,0.5412,0.5456
ogbn-arxiv,DDP-2,06,3.7204,1.7523,0.5341,0.5657,0.5701
ogbn-arxiv,DDP-2,07,4.2669,1.6438,0.5578,0.5854,0.5870
ogbn-arxiv,DDP-2,08,4.8154,1.5737,0.5731,0.5970,0.5980
ogbn-arxiv,DDP-2,09,5.3656,1.5170,0.5875,0.6057,0.6043
ogbn-arxiv,DDP-2,10,5.9132,1.4615,0.5928,0.6128,0.6141
ogbn-arxiv,DDP-2,11,6.4604,1.4289,0.6015,0.6169,0.6170
ogbn-arxiv,DDP-2,12,7.0115,1.4167,0.6076,0.6227,0.6222
ogbn-arxiv,DDP-2,13,7.5604,1.3836,0.6116,0.6281,0.6262
ogbn-arxiv,DDP-2,14,8.1076,1.3581,0.6170,0.6317,0.6308
ogbn-arxiv,DDP-2,15,8.6559,1.3365,0.6195,0.6334,0.6334
ogbn-arxiv,DDP-2,16,9.2035,1.3233,0.6228,0.6357,0.6368
ogbn-arxiv,DDP-2,17,9.7532,1.2997,0.6297,0.6395,0.6386
ogbn-arxiv,DDP-2,18,10.3010,1.2957,0.6291,0.6414,0.6432
ogbn-arxiv,DDP-2,19,10.8490,1.2931,0.6352,0.6445,0.6429
ogbn-arxiv,DDP-2,20,11.3972,1.2785,0.6379,0.6472,0.6439
ogbn-arxiv,DDP-2,21,11.9444,1.2633,0.6391,0.6496,0.6484
ogbn-arxiv,DDP-2,22,12.4929,1.2376,0.6429,0.6497,0.6448
ogbn-arxiv,DDP-2,23,13.0422,1.2484,0.6446,0.6532,0.6526
ogbn-arxiv,DDP-2,24,13.5918,1.2375,0.6453,0.6542,0.6540
ogbn-arxiv,DDP-2,25,14.1395,1.2348,0.6470,0.6541,0.6531
ogbn-arxiv,DDP-2,26,14.6884,1.2262,0.6484,0.6565,0.6561
ogbn-arxiv,DDP-2,27,15.2363,1.2239,0.6516,0.6585,0.6553
ogbn-arxiv,DDP-2,28,15.7827,1.2204,0.6528,0.6609,0.6571
ogbn-arxiv,DDP-2,29,16.3295,1.2048,0.6562,0.6626,0.6595
ogbn-arxiv,DDP-2,30,16.8776,1.2094,0.6544,0.6607,0.6595
ogbn-arxiv,DDP-2,31,17.4246,1.1963,0.6564,0.6621,0.6595
ogbn-arxiv,DDP-2,32,17.9717,1.1992,0.6588,0.6640,0.6593
ogbn-arxiv,DDP-2,33,18.5188,1.1898,0.6592,0.6642,0.6635
ogbn-arxiv,DDP-2,34,19.0655,1.1908,0.6620,0.6662,0.6614
ogbn-arxiv,DDP-2,35,19.6141,1.1837,0.6637,0.6673,0.6651
ogbn-arxiv,DDP-2,36,20.1608,1.1732,0.6623,0.6656,0.6609
ogbn-arxiv,DDP-2,37,20.7082,1.1710,0.6643,0.6668,0.6617
ogbn-arxiv,DDP-2,38,21.2538,1.1738,0.6661,0.6706,0.6679
ogbn-arxiv,DDP-2,39,21.8022,1.1717,0.6667,0.6712,0.6656
ogbn-arxiv,DDP-2,40,22.3499,1.1543,0.6686,0.6725,0.6684
ogbn-arxiv,DDP-2,41,22.8993,1.1686,0.6684,0.6730,0.6676
ogbn-arxiv,DDP-2,42,23.4479,1.1494,0.6694,0.6724,0.6690
ogbn-arxiv,DDP-2,43,23.9962,1.1466,0.6702,0.6725,0.6677
ogbn-arxiv,DDP-2,44,24.5440,1.1434,0.6709,0.6744,0.6698
ogbn-arxiv,DDP-2,45,25.0920,1.1468,0.6727,0.6735,0.6680
ogbn-arxiv,DDP-2,46,25.6426,1.1408,0.6725,0.6763,0.6722
ogbn-arxiv,DDP-2,47,26.1921,1.1443,0.6741,0.6743,0.6690
ogbn-arxiv,DDP-2,48,26.7403,1.1319,0.6744,0.6777,0.6749
ogbn-arxiv,DDP-2,49,27.2881,1.1309,0.6751,0.6766,0.6697
ogbn-arxiv,Simulation-4,00,0.4427,3.5171,0.2630,0.2888,0.2594
ogbn-arxiv,Simulation-4,01,1.1997,3.0801,0.2757,0.2947,0.2655
ogbn-arxiv,Simulation-4,02,1.9344,2.8707,0.2165,0.1576,0.1298
ogbn-arxiv,Simulation-4,03,2.6701,2.7352,0.2818,0.3008,0.2705
ogbn-arxiv,Simulation-4,04,3.4017,2.6011,0.2873,0.3048,0.2757
ogbn-arxiv,Simulation-4,05,4.1355,2.4526,0.3368,0.3576,0.3412
ogbn-arxiv,Simulation-4,06,4.8649,2.3186,0.3725,0.3921,0.3792
ogbn-arxiv,Simulation-4,07,5.5991,2.1829,0.4122,0.4382,0.4338
ogbn-arxiv,Simulation-4,08,6.3309,2.0633,0.4488,0.4871,0.4874
ogbn-arxiv,Simulation-4,09,7.0643,1.9618,0.4714,0.5053,0.5073
ogbn-arxiv,Simulation-4,10,7.7965,1.8888,0.4905,0.5244,0.5268
ogbn-arxiv,Simulation-4,11,8.5280,1.8307,0.5050,0.5426,0.5488
ogbn-arxiv,Simulation-4,12,9.2639,1.7633,0.5255,0.5572,0.5581
ogbn-arxiv,Simulation-4,13,9.9975,1.7220,0.5397,0.5682,0.5704
ogbn-arxiv,Simulation-4,14,10.7254,1.6514,0.5485,0.5785,0.5812
ogbn-arxiv,Simulation-4,15,11.4546,1.6131,0.5610,0.5872,0.5880
ogbn-arxiv,Simulation-4,16,12.1835,1.5689,0.5724,0.5940,0.5910
ogbn-arxiv,Simulation-4,17,12.9134,1.5350,0.5768,0.6012,0.5981
ogbn-arxiv,Simulation-4,18,13.6432,1.5021,0.5845,0.6049,0.6029
ogbn-arxiv,Simulation-4,19,14.3775,1.4819,0.5906,0.6109,0.6104
ogbn-arxiv,Simulation-4,20,15.1170,1.4548,0.5945,0.6144,0.6150
ogbn-arxiv,Simulation-4,21,15.8581,1.4279,0.5987,0.6168,0.6163
ogbn-arxiv,Simulation-4,22,16.5910,1.4125,0.6033,0.6208,0.6179
ogbn-arxiv,Simulation-4,23,17.3254,1.3913,0.6061,0.6233,0.6232
ogbn-arxiv,Simulation-4,24,18.0584,1.3844,0.6084,0.6249,0.6250
ogbn-arxiv,Simulation-4,25,18.7935,1.3815,0.6126,0.6303,0.6289
ogbn-arxiv,Simulation-4,26,19.5280,1.3612,0.6162,0.6304,0.6304
ogbn-arxiv,Simulation-4,27,20.2636,1.3450,0.6158,0.6324,0.6321
ogbn-arxiv,Simulation-4,28,20.9976,1.3442,0.6198,0.6344,0.6351
ogbn-arxiv,Simulation-4,29,21.7319,1.3275,0.6224,0.6362,0.6359
ogbn-arxiv,Simulation-4,30,22.4647,1.3196,0.6248,0.6390,0.6378
ogbn-arxiv,Simulation-4,31,23.1963,1.3157,0.6265,0.6395,0.6374
ogbn-arxiv,Simulation-4,32,23.9319,1.3080,0.6286,0.6424,0.6415
ogbn-arxiv,Simulation-4,33,24.6629,1.2879,0.6308,0.6426,0.6409
ogbn-arxiv,Simulation-4,34,25.3936,1.2758,0.6321,0.6449,0.6423
ogbn-arxiv,Simulation-4,35,26.1218,1.2797,0.6346,0.6461,0.6432
ogbn-arxiv,Simulation-4,36,26.8559,1.2781,0.6362,0.6481,0.6438
ogbn-arxiv,Simulation-4,37,27.5902,1.2683,0.6364,0.6486,0.6466
ogbn-arxiv,Simulation-4,38,28.3241,1.2555,0.6388,0.6496,0.6469
ogbn-arxiv,Simulation-4,39,29.0554,1.2552,0.6401,0.6516,0.6497
ogbn-arxiv,Simulation-4,40,29.7868,1.2415,0.6412,0.6525,0.6497
ogbn-arxiv,Simulation-4,41,30.5225,1.2482,0.6429,0.6530,0.6493
ogbn-arxiv,Simulation-4,42,31.2523,1.2432,0.6443,0.6530,0.6492
ogbn-arxiv,Simulation-4,43,31.9871,1.2345,0.6439,0.6557,0.6524
ogbn-arxiv,Simulation-4,44,32.7195,1.2349,0.6472,0.6569,0.6538
ogbn-arxiv,Simulation-4,45,33.4490,1.2343,0.6475,0.6560,0.6525
ogbn-arxiv,Simulation-4,46,34.1793,1.2167,0.6489,0.6577,0.6527
ogbn-arxiv,Simulation-4,47,34.9152,1.2217,0.6501,0.6586,0.6533
ogbn-arxiv,Simulation-4,48,35.6451,1.2211,0.6508,0.6592,0.6538
ogbn-arxiv,Simulation-4,49,36.3743,1.2130,0.6506,0.6603,0.6581
ogbn-arxiv,DDP-4,00,0.2287,3.5307,0.2777,0.2998,0.2689
ogbn-arxiv,DDP-4,01,0.5070,3.0849,0.2689,0.2838,0.2563
ogbn-arxiv,DDP-4,02,0.7847,2.8695,0.2741,0.2938,0.2653
ogbn-arxiv,DDP-4,03,1.0597,2.7416,0.2808,0.3014,0.2704
ogbn-arxiv,DDP-4,04,1.3362,2.6095,0.2846,0.3049,0.2756
ogbn-arxiv,DDP-4,05,1.6133,2.4549,0.3100,0.3264,0.3060
ogbn-arxiv,DDP-4,06,1.8895,2.3375,0.3427,0.3535,0.3380
ogbn-arxiv,DDP-4,07,2.1668,2.2286,0.3887,0.4095,0.4071
ogbn-arxiv,DDP-4,08,2.4442,2.1138,0.4321,0.4500,0.4462
ogbn-arxiv,DDP-4,09,2.7228,2.0094,0.4629,0.4936,0.5001
ogbn-arxiv,DDP-4,10,3.0011,1.9312,0.4870,0.5221,0.5262
ogbn-arxiv,DDP-4,11,3.2784,1.8447,0.5042,0.5415,0.5443
ogbn-arxiv,DDP-4,12,3.5552,1.7791,0.5203,0.5548,0.5606
ogbn-arxiv,DDP-4,13,3.8322,1.7222,0.5349,0.5663,0.5688
ogbn-arxiv,DDP-4,14,4.1081,1.6814,0.5515,0.5800,0.5835
ogbn-arxiv,DDP-4,15,4.3836,1.6148,0.5584,0.5857,0.5883
ogbn-arxiv,DDP-4,16,4.6588,1.5788,0.5712,0.5960,0.5974
ogbn-arxiv,DDP-4,17,4.9353,1.5471,0.5784,0.6040,0.6055
ogbn-arxiv,DDP-4,18,5.2119,1.5325,0.5843,0.6052,0.6044
ogbn-arxiv,DDP-4,19,5.4885,1.4874,0.5912,0.6131,0.6141
ogbn-arxiv,DDP-4,20,5.7651,1.4560,0.5938,0.6135,0.6147
ogbn-arxiv,DDP-4,21,6.0421,1.4426,0.5999,0.6192,0.6179
ogbn-arxiv,DDP-4,22,6.3185,1.4029,0.6034,0.6205,0.6186
ogbn-arxiv,DDP-4,23,6.5941,1.3961,0.6050,0.6239,0.6257
ogbn-arxiv,DDP-4,24,6.8698,1.3937,0.6104,0.6277,0.6264
ogbn-arxiv,DDP-4,25,7.1469,1.3679,0.6117,0.6286,0.6263
ogbn-arxiv,DDP-4,26,7.4236,1.3518,0.6145,0.6298,0.6293
ogbn-arxiv,DDP-4,27,7.7002,1.3456,0.6157,0.6317,0.6318
ogbn-arxiv,DDP-4,28,7.9761,1.3391,0.6178,0.6332,0.6350
ogbn-arxiv,DDP-4,29,8.2522,1.3369,0.6221,0.6366,0.6338
ogbn-arxiv,DDP-4,30,8.5277,1.3124,0.6243,0.6375,0.6380
ogbn-arxiv,DDP-4,31,8.8042,1.3134,0.6264,0.6390,0.6370
ogbn-arxiv,DDP-4,32,9.0801,1.2923,0.6279,0.6408,0.6397
ogbn-arxiv,DDP-4,33,9.3558,1.3145,0.6305,0.6430,0.6421
ogbn-arxiv,DDP-4,34,9.6317,1.2862,0.6325,0.6440,0.6438
ogbn-arxiv,DDP-4,35,9.9082,1.2878,0.6347,0.6455,0.6441
ogbn-arxiv,DDP-4,36,10.1853,1.2778,0.6364,0.6468,0.6455
ogbn-arxiv,DDP-4,37,10.4614,1.2747,0.6379,0.6485,0.6476
ogbn-arxiv,DDP-4,38,10.7377,1.2658,0.6397,0.6492,0.6450
ogbn-arxiv,DDP-4,39,11.0132,1.2515,0.6412,0.6502,0.6496
ogbn-arxiv,DDP-4,40,11.2887,1.2537,0.6427,0.6524,0.6523
ogbn-arxiv,DDP-4,41,11.5649,1.2479,0.6432,0.6515,0.6498
ogbn-arxiv,DDP-4,42,11.8407,1.2479,0.6464,0.6547,0.6540
ogbn-arxiv,DDP-4,43,12.1171,1.2377,0.6452,0.6530,0.6549
ogbn-arxiv,DDP-4,44,12.3926,1.2276,0.6474,0.6542,0.6548
ogbn-arxiv,DDP-4,45,12.6697,1.2418,0.6477,0.6558,0.6569
ogbn-arxiv,DDP-4,46,12.9458,1.2342,0.6508,0.6561,0.6537
ogbn-arxiv,DDP-4,47,13.2234,1.2287,0.6502,0.6579,0.6553
ogbn-arxiv,DDP-4,48,13.5007,1.2265,0.6513,0.6597,0.6599
ogbn-arxiv,DDP-4,49,13.7782,1.2114,0.6528,0.6594,0.6579
ogbn-arxiv,Simulation-8,00,0.4147,3.5976,0.0894,0.1634,0.2122
ogbn-arxiv,Simulation-8,01,1.1458,3.3553,0.1404,0.2459,0.2590
ogbn-arxiv,Simulation-8,02,1.8796,3.1026,0.2344,0.2931,0.2859
ogbn-arxiv,Simulation-8,03,2.6135,2.9504,0.2780,0.2988,0.2687
ogbn-arxiv,Simulation-8,04,3.3463,2.9020,0.2513,0.2468,0.2200
ogbn-arxiv,Simulation-8,05,4.0765,2.8448,0.2520,0.2480,0.2220
ogbn-arxiv,Simulation-8,06,4.8099,2.7669,0.2733,0.2952,0.2663
ogbn-arxiv,Simulation-8,07,5.5435,2.7105,0.2790,0.2992,0.2692
ogbn-arxiv,Simulation-8,08,6.2754,2.6403,0.2806,0.3000,0.2705
ogbn-arxiv,Simulation-8,09,7.0090,2.5703,0.2822,0.3006,0.2704
ogbn-arxiv,Simulation-8,10,7.7417,2.4857,0.2907,0.3053,0.2746
ogbn-arxiv,Simulation-8,11,8.4740,2.4279,0.3121,0.3204,0.2892
ogbn-arxiv,Simulation-8,12,9.2062,2.3565,0.3413,0.3447,0.3154
ogbn-arxiv,Simulation-8,13,9.9382,2.2781,0.3648,0.3694,0.3442
ogbn-arxiv,Simulation-8,14,10.6768,2.2204,0.3854,0.3944,0.3720
ogbn-arxiv,Simulation-8,15,11.4148,2.1542,0.4131,0.4238,0.4070
ogbn-arxiv,Simulation-8,16,12.1463,2.0979,0.4324,0.4473,0.4378
ogbn-arxiv,Simulation-8,17,12.8783,2.0416,0.4465,0.4622,0.4546
ogbn-arxiv,Simulation-8,18,13.6137,2.0071,0.4634,0.4828,0.4753
ogbn-arxiv,Simulation-8,19,14.3510,1.9540,0.4741,0.5001,0.4974
ogbn-arxiv,Simulation-8,20,15.0853,1.9209,0.4869,0.5163,0.5159
ogbn-arxiv,Simulation-8,21,15.8218,1.8702,0.4958,0.5250,0.5251
ogbn-arxiv,Simulation-8,22,16.5580,1.8378,0.5034,0.5346,0.5348
ogbn-arxiv,Simulation-8,23,17.2949,1.7999,0.5118,0.5404,0.5418
ogbn-arxiv,Simulation-8,24,18.0349,1.7687,0.5194,0.5476,0.5495
ogbn-arxiv,Simulation-8,25,18.7676,1.7349,0.5276,0.5564,0.5596
ogbn-arxiv,Simulation-8,26,19.4988,1.7045,0.5326,0.5628,0.5652
ogbn-arxiv,Simulation-8,27,20.2257,1.6767,0.5393,0.5663,0.5664
ogbn-arxiv,Simulation-8,28,20.9515,1.6421,0.5463,0.5735,0.5746
ogbn-arxiv,Simulation-8,29,21.6788,1.6299,0.5536,0.5794,0.5821
ogbn-arxiv,Simulation-8,30,22.4049,1.5934,0.5585,0.5855,0.5861
ogbn-arxiv,Simulation-8,31,23.1303,1.5813,0.5639,0.5881,0.5867
ogbn-arxiv,Simulation-8,32,23.8579,1.5562,0.5693,0.5932,0.5918
ogbn-arxiv,Simulation-8,33,24.5846,1.5448,0.5758,0.5999,0.5991
ogbn-arxiv,Simulation-8,34,25.3084,1.5295,0.5801,0.6016,0.5970
ogbn-arxiv,Simulation-8,35,26.0379,1.5005,0.5818,0.6049,0.6031
ogbn-arxiv,Simulation-8,36,26.7660,1.4948,0.5878,0.6076,0.6036
ogbn-arxiv,Simulation-8,37,27.4957,1.4812,0.5881,0.6079,0.6060
ogbn-arxiv,Simulation-8,38,28.2268,1.4724,0.5922,0.6111,0.6082
ogbn-arxiv,Simulation-8,39,28.9574,1.4554,0.5948,0.6139,0.6135
ogbn-arxiv,Simulation-8,40,29.6916,1.4515,0.5960,0.6143,0.6124
ogbn-arxiv,Simulation-8,41,30.4280,1.4346,0.5991,0.6160,0.6138
ogbn-arxiv,Simulation-8,42,31.1596,1.4225,0.6004,0.6186,0.6177
ogbn-arxiv,Simulation-8,43,31.8927,1.4155,0.6021,0.6187,0.6164
ogbn-arxiv,Simulation-8,44,32.6260,1.4037,0.6049,0.6221,0.6217
ogbn-arxiv,Simulation-8,45,33.3578,1.3994,0.6065,0.6231,0.6214
ogbn-arxiv,Simulation-8,46,34.0907,1.3910,0.6084,0.6243,0.6225
ogbn-arxiv,Simulation-8,47,34.8212,1.3758,0.6096,0.6249,0.6252
ogbn-arxiv,Simulation-8,48,35.5535,1.3807,0.6122,0.6282,0.6278
ogbn-arxiv,Simulation-8,49,36.2838,1.3705,0.6143,0.6284,0.6284
ogbn-arxiv,DDP-8,00,0.1303,3.5913,0.1791,0.0763,0.0587
ogbn-arxiv,DDP-8,01,0.2831,3.3655,0.1795,0.0770,0.0592
ogbn-arxiv,DDP-8,02,0.4283,3.1154,0.1807,0.0791,0.0606
ogbn-arxiv,DDP-8,03,0.5721,2.9703,0.1906,0.0981,0.0781
ogbn-arxiv,DDP-8,04,0.7174,2.8815,0.2481,0.2331,0.2090
ogbn-arxiv,DDP-8,05,0.8619,2.8352,0.2698,0.2842,0.2584
ogbn-arxiv,DDP-8,06,1.0105,2.7681,0.2733,0.2912,0.2635
ogbn-arxiv,DDP-8,07,1.1509,2.7193,0.2752,0.2944,0.2658
ogbn-arxiv,DDP-8,08,1.2895,2.6457,0.2775,0.2977,0.2679
ogbn-arxiv,DDP-8,09,1.4277,2.5776,0.2836,0.3016,0.2725
ogbn-arxiv,DDP-8,10,1.5655,2.4885,0.3028,0.3166,0.2920
ogbn-arxiv,DDP-8,11,1.7031,2.4133,0.3196,0.3313,0.3098
ogbn-arxiv,DDP-8,12,1.8404,2.3494,0.3328,0.3405,0.3186
ogbn-arxiv,DDP-8,13,1.9782,2.3070,0.3545,0.3592,0.3408
ogbn-arxiv,DDP-8,14,2.1158,2.1974,0.3815,0.3948,0.3815
ogbn-arxiv,DDP-8,15,2.2553,2.1704,0.4030,0.4207,0.4124
ogbn-arxiv,DDP-8,16,2.3940,2.1061,0.4226,0.4442,0.4380
ogbn-arxiv,DDP-8,17,2.5322,2.0630,0.4412,0.4648,0.4633
ogbn-arxiv,DDP-8,18,2.6709,1.9929,0.4572,0.4846,0.4834
ogbn-arxiv,DDP-8,19,2.8095,1.9751,0.4708,0.5038,0.5051
ogbn-arxiv,DDP-8,20,2.9493,1.9119,0.4810,0.5134,0.5153
ogbn-arxiv,DDP-8,21,3.0876,1.8757,0.4900,0.5211,0.5228
